addr,name,class,obj,status,reason,seeds_passed,seeds_total,z3_proven
0x1a6870,FUN_001a6870,stubbable,units.obj,pass,,50,50,0
0x1a68d0,FUN_001a68d0,stubbable,units.obj,pass,,50,50,0
0x1a6bc0,FUN_001a6bc0,stubbable,units.obj,pass,,50,50,0
0x1a6bf0,FUN_001a6bf0,stubbable,units.obj,pass,,75,75,0
0x1a6ca0,FUN_001a6ca0,data_only,units.obj,pass,,50,50,0
0x1a6cd0,FUN_001a6cd0,stubbable,units.obj,pass,,50,50,0
0x1a6d10,FUN_001a6d10,stubbable,units.obj,pass,,50,50,0
0x1a6e20,FUN_001a6e20,stubbable,units.obj,pass,,50,50,0
0x1a6ef0,FUN_001a6ef0,stubbable,units.obj,pass,,50,50,0
0x1a70d0,FUN_001a70d0,stubbable,units.obj,pass,,50,50,0
0x1a71c0,FUN_001a71c0,stubbable,units.obj,fail,divergence,23,50,0
0x1a74d0,FUN_001a74d0,stubbable,units.obj,pass,,39,50,0
0x1a7650,FUN_001a7650,stubbable,units.obj,pass,,50,50,0
0x1a7730,FUN_001a7730,stubbable,units.obj,pass,,50,50,0
0x1a7790,FUN_001a7790,stubbable,units.obj,pass,,50,50,0
0x1a7a90,FUN_001a7a90,stubbable,units.obj,pass,,50,50,0
0x1a7ad0,FUN_001a7ad0,stubbable,units.obj,error,timeout,0,0,0
0x1a7b50,FUN_001a7b50,stubbable,units.obj,pass,,50,50,0
0x1a7c70,FUN_001a7c70,stubbable,units.obj,error,emulation_error,0,50,0
0x1a7cc0,FUN_001a7cc0,stubbable,units.obj,not_applicable,"oracle_vacuous_early_exit: 51.8% coverage, identical entry-point path across 50 seeds",50,50,0
0x1a7d00,FUN_001a7d00,stubbable,units.obj,not_applicable,"oracle_vacuous_early_exit: 51.8% coverage, identical entry-point path across 50 seeds",50,50,0
0x1a7d40,FUN_001a7d40,stubbable,units.obj,not_applicable,"oracle_vacuous_early_exit: 54.0% coverage, identical entry-point path across 50 seeds",50,50,0
0x1a7d80,FUN_001a7d80,stubbable,units.obj,error,emulation_error,0,50,0
0x1a7df0,FUN_001a7df0,stubbable,units.obj,error,emulation_error,0,50,0
0x1a7e70,FUN_001a7e70,stubbable,units.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1a7ea0,FUN_001a7ea0,stubbable,units.obj,fail,divergence,4,50,0
0x1a7f80,unit_set_actively_controlled_flag,stubbable,units.obj,pass,,50,50,0
0x1a7fa0,unit_kill,stubbable,units.obj,pass,,50,50,0
0x1a7fc0,unit_delete,stubbable,units.obj,pass,,50,50,0
0x1a7ff0,units_update,data_only,units.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1a8010,unit_export_function_values,stubbable,units.obj,error,emulation_error,0,50,0
0x1a8190,unit_persistent_control,stubbable,units.obj,pass,,50,50,0
0x1a8200,unit_get_seat_enter_position,stubbable,units.obj,pass,,90,90,0
0x1a83e0,unit_get_melee_range_and_ticks,stubbable,units.obj,pass,,50,50,0
0x1a84c0,unit_get_animation_frames_remaining,stubbable,units.obj,pass,,50,50,0
0x1a8550,FUN_001a8550,data_only,units.obj,pass,,50,50,0
0x1a8690,unit_get_zoom_level,stubbable,units.obj,pass,,50,50,0
0x1a86b0,FUN_001a86b0,data_only,units.obj,pass,,48,50,0
0x1a8730,FUN_001a8730,data_only,units.obj,fail,divergence,48,50,0
0x1a8790,FUN_001a8790,data_only,units.obj,pass,,48,50,0
0x1a87f0,FUN_001a87f0,data_only,units.obj,pass,,50,50,0
0x1a8850,FUN_001a8850,data_only,units.obj,pass,,50,50,0
0x1a88b0,FUN_001a88b0,data_only,units.obj,fail,divergence,43,50,0
0x1a8990,unit_animation_start_action,stubbable,units.obj,pass,,50,50,0
0x1a8b20,FUN_001a8b20,stubbable,units.obj,pass,,90,90,0
0x1a8ce0,unit_find_nearby_seat,stubbable,units.obj,error,timeout,0,0,0
0x1a8da0,unit_impulse,stubbable,units.obj,pass,,50,50,0
0x1a8e10,unit_handle_weapon_state_change,leaf,units.obj,not_applicable,oracle_bound_unreliable,0,0,0
0x1a8ee0,unit_record_damage,stubbable,units.obj,pass,,50,50,0
0x1a9130,unit_test_spawning,stubbable,units.obj,pass,,50,50,0
0x1a91e0,unit_destroy,stubbable,units.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1a9200,unit_get_head_position,stubbable,units.obj,pass,,50,50,0
0x1a9240,unit_set_seat_state,stubbable,units.obj,pass,,50,50,0
0x1a93e0,unit_estimate_position,stubbable,units.obj,pass,,50,50,0
0x1a9560,unit_impulse_to_animation_kind,stubbable,units.obj,fail,divergence,41,50,0
0x1a96f0,unit_animation_state_allows_impulse,stubbable,units.obj,pass,,50,50,0
0x1a97c0,unit_test_animation_impulse,stubbable,units.obj,pass,,50,50,0
0x1a9880,unit_get_aiming_unit_index,stubbable,units.obj,pass,,50,50,0
0x1a9900,unit_scripting_unit_driver,stubbable,units.obj,pass,,50,50,0
0x1a9930,unit_scripting_unit_gunner,stubbable,units.obj,pass,,50,50,0
0x1a9960,units_debug_get_closest_unit,stubbable,units.obj,pass,,50,50,0
0x1a9980,unit_inventory_next_grenade,stubbable,units.obj,pass,,50,50,0
0x1a9a30,unit_is_alive,stubbable,units.obj,pass,,50,50,0
0x1a9a50,unit_set_controllable,stubbable,units.obj,pass,,50,50,0
0x1a9a90,unit_set_possessed,stubbable,units.obj,pass,,50,50,0
0x1a9ad0,unit_is_busy,stubbable,units.obj,pass,,50,50,0
0x1a9b30,unit_scripting_set_emotion_animation,stubbable,units.obj,pass,,50,50,0
0x1a9b80,unit_scripting_suspended,stubbable,units.obj,pass,,50,50,0
0x1a9c00,unit_scripting_can_blink,stubbable,units.obj,pass,,50,50,0
0x1a9c40,unit_scripting_doesnt_drop_items,stubbable,units.obj,error,emulation_error,0,50,0
0x1a9c90,unit_scripting_vehicle_test_seat_list,stubbable,units.obj,pass,,70,70,0
0x1a9da0,unit_scripting_vehicle_test_seat,stubbable,units.obj,pass,,75,75,0
0x1a9e40,unit_scripting_unit_riders,stubbable,units.obj,error,timeout,0,0,0
0x1a9ec0,FUN_001a9ec0,stubbable,units.obj,not_applicable,"oracle_vacuous_early_exit: 77.8% coverage, identical entry-point path across 50 seeds",50,50,0
0x1a9ef0,FUN_001a9ef0,stubbable,units.obj,not_applicable,"oracle_vacuous_early_exit: 77.8% coverage, identical entry-point path across 50 seeds",50,50,0
0x1a9f20,unit_shield_sapping_update,stubbable,units.obj,pass,,50,50,0
0x1aa080,units_debug_get_next_unit,stubbable,units.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1aa170,FUN_001AA170,stubbable,units.obj,not_applicable,"oracle_vacuous_early_exit: 28.9% coverage, identical entry-point path across 50 seeds",50,50,0
0x1aa240,unit_debug_ninja_rope,stubbable,units.obj,pass,,50,50,0
0x1aa360,unit_set_user_animation,stubbable,units.obj,pass,,50,50,0
0x1aa3c0,any_unit_is_dangerous,stubbable,units.obj,not_applicable,"oracle_vacuous_early_exit: 40.2% coverage, identical entry-point path across 50 seeds",50,50,0
0x1aa430,unit_can_see_point,stubbable,units.obj,pass,,50,50,0
0x1aa4d0,unit_driven_by_ai,stubbable,units.obj,pass,,50,50,0
0x1aa510,unit_gunned_by_ai,stubbable,units.obj,pass,,50,50,0
0x1aa550,unit_set_desired_flashlight_state,stubbable,units.obj,pass,,50,50,0
0x1aa590,unit_get_current_flashlight_state,stubbable,units.obj,pass,,50,50,0
0x1aa5c0,unit_detach_from_parent,stubbable,units.obj,pass,,50,50,0
0x1aa700,unit_seat_filled,stubbable,units.obj,not_applicable,"oracle_vacuous_early_exit: 49.5% coverage, identical entry-point path across 50 seeds",50,50,0
0x1aa770,unit_seat_is_driver,stubbable,units.obj,pass,,50,50,0
0x1aa7d0,unit_seat_is_gunner,stubbable,units.obj,pass,,50,50,0
0x1aa830,unit_seat_allow_noncombatants,stubbable,units.obj,pass,,50,50,0
0x1aa890,unit_update_seat_occupancy,stubbable,units.obj,error,timeout,0,0,0
0x1aa970,unit_get_equipment,stubbable,units.obj,pass,,50,50,0
0x1aa990,unit_try_add_grenade,stubbable,units.obj,pass,,65,65,0
0x1aaa90,unit_set_grenade_count,stubbable,units.obj,pass,,50,50,0
0x1aab20,unit_pickup_equipment,stubbable,units.obj,pass,,60,60,0
0x1aac40,unit_clear_seat_tag,stubbable,units.obj,pass,,50,50,0
0x1aac80,unit_clear_weapons,stubbable,units.obj,pass,,50,50,0
0x1aad00,unit_has_weapon_definition_index,stubbable,units.obj,pass,,50,50,0
0x1aad60,unit_find_empty_weapon_slot,stubbable,units.obj,pass,,50,50,0
0x1aad90,unit_count_weapons,stubbable,units.obj,pass,,50,50,0
0x1aae00,unit_weapon_is_new,stubbable,units.obj,pass,,50,50,0
0x1aae70,unit_get_grenade_count,stubbable,units.obj,pass,,50,50,0
0x1aaee0,unit_get_current_grenade_type,stubbable,units.obj,pass,,50,50,0
0x1aaf40,unit_throw_grenade_move_to_hand,stubbable,units.obj,pass,,50,50,0
0x1ab110,unit_throw_grenade_release,stubbable,units.obj,not_applicable,"oracle_vacuous_early_exit: 7.6% coverage, identical entry-point path across 50 seeds",50,50,0
0x1ab410,unit_aiming_vector,stubbable,units.obj,pass,,50,50,0
0x1ab6e0,FUN_001ab6e0,stubbable,units.obj,pass,,50,50,0
0x1ab730,seat_label_to_base_seat_index,stubbable,units.obj,pass,,50,50,0
0x1ab770,base_weapon_label_get,stubbable,units.obj,pass,,50,50,0
0x1ab7c0,unit_set_animation,stubbable,units.obj,pass,,50,50,0
0x1ab870,FUN_001ab870,stubbable,units.obj,pass,,50,50,0
0x1ab8c0,unit_refresh_illumination,stubbable,units.obj,pass,,50,50,0
0x1ab940,FUN_001ab940,stubbable,units.obj,pass,,50,50,0
0x1ab990,unit_detach_weapon,stubbable,units.obj,pass,,50,50,0
0x1abb20,unit_drop_grenades_on_death,stubbable,units.obj,pass,,50,50,0
0x1abbd0,unit_drop_weapons_on_death,stubbable,units.obj,pass,,50,50,0
0x1abcd0,unit_handle_region_destroyed,stubbable,units.obj,pass,,50,50,0
0x1abd10,FUN_001abd10,stubbable,units.obj,pass,,50,50,0
0x1abd90,FUN_001abd90,stubbable,units.obj,not_applicable,"oracle_vacuous_early_exit: 8.9% coverage, identical entry-point path across 50 seeds",50,50,0
0x1ac3f0,unit_has_weapon_with_flag,stubbable,units.obj,pass,,50,50,0
0x1ac450,unit_start_running_blindly,stubbable,units.obj,pass,,50,50,0
0x1ac520,unit_stop_running_blindly,stubbable,units.obj,pass,,50,50,0
0x1ac550,unit_flame_to_death,stubbable,units.obj,pass,,50,50,0
0x1ac650,unit_flying_through_air,stubbable,units.obj,pass,,50,50,0
0x1ac680,FUN_001ac680,stubbable,units.obj,pass,,50,50,0
0x1acb70,unit_adjust_plan_overlap,stubbable,units.obj,pass,,50,50,0
0x1acd70,unit_set_or_test_seat_and_weapon_label,stubbable,units.obj,pass,,85,85,0
0x1acf90,unit_adjust_projectile_ray,stubbable,units.obj,pass,,50,50,0
0x1ad060,unit_render_debug,stubbable,units.obj,pass,,50,50,0
0x1ad260,unit_animation_set_state,stubbable,units.obj,pass,,41,90,0
0x1ad7e0,unit_abort_animation,stubbable,units.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1ad800,unit_find_best_enter_seat,stubbable,units.obj,pass,,75,75,0
0x1ada90,unit_clip_to_aiming_bounds,stubbable,units.obj,pass,,50,50,0
0x1adeb0,unit_get_weapon,stubbable,units.obj,pass,,50,50,0
0x1adf10,unit_set_actively_controlled,stubbable,units.obj,pass,,50,50,0
0x1adfc0,vehicle_scripting_find_available_seats,stubbable,units.obj,pass,,65,65,0
0x1ae160,unit_open,stubbable,units.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1ae180,unit_close,stubbable,units.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1ae1a0,unit_current_weapon_is_busy,stubbable,units.obj,fail,divergence,0,50,0
0x1ae1e0,unit_set_seat,stubbable,units.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1ae210,units_set_desired_flashlight_state,stubbable,units.obj,error,emulation_error,0,50,0
0x1ae290,unit_get_seat_label,stubbable,units.obj,pass,,50,50,0
0x1ae330,unit_clear_seat_equipment,stubbable,units.obj,pass,,50,50,0
0x1ae370,unit_can_enter_seat,stubbable,units.obj,pass,,50,50,0
0x1ae3c0,unit_should_swap_weapon,stubbable,units.obj,fail,divergence,0,50,0
0x1ae490,unit_weapon_next_index,stubbable,units.obj,pass,,50,50,0
0x1ae600,unit_set_in_vehicle,stubbable,units.obj,fail,divergence,0,50,0
0x1ae700,unit_get_weapon_name,stubbable,units.obj,fail,divergence,0,50,0
0x1ae730,scripting_set_magic_base_seat,stubbable,units.obj,pass,,50,50,0
0x1ae750,unit_scripting_set_seat,stubbable,units.obj,pass,,50,50,0
0x1ae780,unit_handle_deleted_object,stubbable,units.obj,pass,,50,50,0
0x1ae840,unit_cause_melee_damage,stubbable,units.obj,fail,divergence,0,50,0
0x1aea90,unit_cause_player_melee_damage,stubbable,units.obj,pass,,70,70,0
0x1af0d0,unit_stop_custom_animation,stubbable,units.obj,pass,,50,50,0
0x1af100,unit_custom_animation_at_frame,stubbable,units.obj,not_applicable,"oracle_vacuous_early_exit: 34.7% coverage, identical entry-point path across 50 seeds",50,50,0
0x1af180,unit_apply_alignment_vector,stubbable,units.obj,pass,,50,50,0
0x1af2a0,unit_start_flaming_to_death,stubbable,units.obj,pass,,50,50,0
0x1af340,unit_update_running_blind,stubbable,units.obj,pass,,50,50,0
0x1af620,unit_verify_vectors,stubbable,units.obj,pass,,50,50,0
0x1af6b0,unit_control_trace,stubbable,units.obj,pass,,50,50,0
0x1af990,unit_set_control,stubbable,units.obj,pass,,50,50,0
0x1afd30,FUN_001afd30,stubbable,units.obj,pass,,90,90,0
0x1b04b0,FUN_001b04b0,stubbable,units.obj,pass,,90,90,0
0x1b0630,FUN_001b0630,stubbable,units.obj,fail,divergence,25,50,0
0x1b0d00,unit_has_animation_to_enter_seat,stubbable,units.obj,pass,,70,70,0
0x1b0d90,unit_update_animation,stubbable,units.obj,pass,,85,85,0
0x1b1290,unit_reset_weapon_state,stubbable,units.obj,fail,divergence,0,50,0
0x1b1350,unit_get_zoom_magnification,stubbable,units.obj,fail,divergence,0,50,0
0x1b13a0,unit_has_night_vision_weapon,stubbable,units.obj,fail,divergence,0,50,0
0x1b1400,FUN_001b1400,stubbable,units.obj,fail,divergence,64,90,0
0x1b1a20,unit_apply_animation_impulse,stubbable,units.obj,pass,,50,50,0
0x1b1b40,unit_inventory_next_weapon,stubbable,units.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1b1b60,unit_melee_attack_begin,stubbable,units.obj,pass,,50,50,0
0x1b1c70,unit_leap_begin,stubbable,units.obj,pass,,50,50,0
0x1b1d00,unit_unsuspecting,stubbable,units.obj,pass,,50,50,0
0x1b1db0,unit_enter_seat,stubbable,units.obj,pass,,50,50,0
0x1b1ee0,unit_update_weapon_readiness,stubbable,units.obj,fail,divergence,0,50,0
0x1b2090,unit_throw_grenade_begin,stubbable,units.obj,fail,divergence,0,50,0
0x1b2260,scripting_magic_melee_attack,stubbable,units.obj,fail,divergence,0,50,0
0x1b2290,unit_impact_melee_damage,stubbable,units.obj,pass,,90,90,0
0x1b24d0,unit_place,stubbable,units.obj,pass,,50,50,0
0x1b2610,unit_solo_player_integrated_night_vision_is_active,stubbable,units.obj,not_applicable,"oracle_vacuous_early_exit: 24.7% coverage, identical entry-point path across 50 seeds",50,50,0
0x1b2660,unit_create_initial_weapons,stubbable,units.obj,pass,,70,70,0
0x1b2740,unit_select_weapon_after_vehicle_exit,stubbable,units.obj,pass,,50,50,0
0x1b2780,unit_new,stubbable,units.obj,pass,,75,75,0
0x1b2b80,unit_board_vehicle,stubbable,units.obj,not_applicable,"oracle_vacuous_early_exit: 9.0% coverage, identical entry-point path across 50 seeds",50,50,0
0x1b2dd0,unit_exit_seat_end,stubbable,units.obj,fail,divergence,0,50,0
0x1b3060,unit_died,stubbable,units.obj,fail,divergence,43,50,0
0x1b32d0,unit_scripting_enter_vehicle,stubbable,units.obj,pass,,50,50,0
0x1b3400,vehicle_scripting_load_magic,stubbable,units.obj,error,timeout,0,0,0
0x1b3580,unit_try_and_exit_seat,stubbable,units.obj,pass,,80,80,0
0x1b3690,FUN_001b3690,stubbable,units.obj,inconclusive,vacuous_coverage: 8.2% < 10% floor,90,90,0
0x1a8770,FUN_001a8770,leaf,units.obj,pass,,50,50,0
0x1a8890,FUN_001a8890,leaf,units.obj,pass,,50,50,0
0x1a8910,FUN_001a8910,data_only,units.obj,not_applicable,"oracle_vacuous_early_exit: 46.7% coverage, identical entry-point path across 50 seeds",50,50,0
0x1a8950,FUN_001a8950,leaf,units.obj,fail,divergence,37,50,0
0x1b5400,FUN_001b5400,stubbable,vehicles.obj,pass,,50,50,0
0x1b5500,FUN_001b5500,stubbable,vehicles.obj,pass,,50,50,0
0x1b5580,vehicle_causes_collision_damage,stubbable,vehicles.obj,pass,,50,50,0
0x1b55c0,vehicle_hover,stubbable,vehicles.obj,pass,,50,50,0
0x1b5610,FUN_001b5610,stubbable,vehicles.obj,pass,,50,50,0
0x1b5680,vehicle_is_flipped,stubbable,vehicles.obj,pass,,50,50,0
0x1b56b0,FUN_001b56b0,stubbable,vehicles.obj,pass,,90,90,0
0x1b5750,set_real_quaternion,leaf,vehicles.obj,pass,,50,50,0
0x1b5770,vehicle_reset,stubbable,vehicles.obj,pass,,50,50,0
0x1b5820,vehicle_new,stubbable,vehicles.obj,fail,divergence,0,50,0
0x1b5d90,vehicle_render_debug,stubbable,vehicles.obj,pass,,50,50,0
0x1b5df0,vehicle_get_estimated_position,stubbable,vehicles.obj,pass,,50,50,0
0x1b7ee0,vehicle_moving_near_any_player,stubbable,vehicles.obj,error,timeout,0,0,0
0x1b8f10,update_alien_fighter_physics,stubbable,vehicles.obj,pass,,50,50,0
0xa3e60,FUN_000a3e60,stubbable,weather_particle_systems.obj,pass,,50,50,0
0xa3ea0,FUN_000a3ea0,stubbable,weather_particle_systems.obj,pass,,50,50,0
0xa3ef0,weather_particle_systems_initialize,stubbable,weather_particle_systems.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0xa3f20,weather_particle_systems_initialize_for_new_map,stubbable,weather_particle_systems.obj,not_applicable,"oracle_vacuous_early_exit: 71.3% coverage, identical entry-point path across 50 seeds",50,50,0
0xa3f90,weather_particle_systems_dispose_from_old_map,stubbable,weather_particle_systems.obj,not_applicable,"oracle_vacuous_early_exit: 65.0% coverage, identical entry-point path across 50 seeds",50,50,0
0xa3fb0,weather_particle_systems_dispose,stubbable,weather_particle_systems.obj,not_applicable,"oracle_vacuous_early_exit: 34.5% coverage, identical entry-point path across 50 seeds",50,50,0
0xa4000,FUN_000a4000,stubbable,weather_particle_systems.obj,fail,divergence,8,50,0
0xa40a0,FUN_000a40a0,stubbable,weather_particle_systems.obj,pass,,65,65,0
0xa4200,FUN_000a4200,stubbable,weather_particle_systems.obj,pass,,90,90,0
0xa4310,FUN_000a4310,stubbable,weather_particle_systems.obj,fail,divergence,42,50,0
0xa45d0,FUN_000a45d0,stubbable,weather_particle_systems.obj,fail,divergence,2,50,0
0xa4610,FUN_000a4610,stubbable,weather_particle_systems.obj,pass,,90,90,0
0xa48c0,FUN_000a48c0,data_only,weather_particle_systems.obj,pass,,50,50,0
0xa4a00,FUN_000a4a00,stubbable,weather_particle_systems.obj,pass,,50,50,0
0xa4ab0,FUN_000a4ab0,stubbable,weather_particle_systems.obj,pass,,90,90,0
0xa4be0,FUN_000a4be0,stubbable,weather_particle_systems.obj,pass,,90,90,0
0xa4e20,weather_particle_system_render,stubbable,weather_particle_systems.obj,inconclusive,vacuous_coverage: 7.8% < 10% floor,90,90,0
0x136520,widgets_update,stubbable,widgets.obj,inconclusive,domain_skipped: all 50 seed(s) escaped,0,50,0
0x136450,widgets_render_object_widgets,stubbable,widgets.obj,error,timeout,0,0,0
0x136580,widgets_initialize_for_new_map,leaf,widgets.obj,pass,,50,50,0
0x1365a0,widgets_dispose,data_only,widgets.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1365b0,widgets_dispose_from_old_map,leaf,widgets.obj,pass,,50,50,0
0x1bea30,xbox_texture_cache_steal_memory,stubbable,xbox_texture_cache.obj,pass,,50,50,0
0x1beb10,xbox_texture_cache_return_memory,stubbable,xbox_texture_cache.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 65 seeds",65,65,0
0x1beba0,bitmap_format_to_d3d_linear_format,stubbable,xbox_texture_cache.obj,pass,,50,50,0
0x1bec30,FUN_001bec30,stubbable,xbox_texture_cache.obj,pass,,50,50,0
0x1bee30,xbox_texture_cache_setup_d3d_texture,stubbable,xbox_texture_cache.obj,fail,divergence,0,50,0
0x1bf180,xbox_texture_cache_request,stubbable,xbox_texture_cache.obj,pass,,50,50,0
0x1bf570,xbox_texture_cache_get_hardware_format,stubbable,xbox_texture_cache.obj,pass,,75,90,0
0x1be920,texture_cache_delete,stubbable,xbox_texture_cache.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1be940,texture_cache_open,stubbable,xbox_texture_cache.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1be950,texture_cache_idle,stubbable,xbox_texture_cache.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1be960,texture_cache_bitmap_new,stubbable,xbox_texture_cache.obj,pass,,50,50,0
0x1be9f0,texture_cache_bitmap_delete,stubbable,xbox_texture_cache.obj,pass,,50,50,0
0x1beb70,FUN_001beb70,stubbable,xbox_texture_cache.obj,pass,,50,50,0
0x1becc0,FUN_001becc0,stubbable,xbox_texture_cache.obj,pass,,50,50,0
0x1bed30,texture_cache_flush,stubbable,xbox_texture_cache.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1bed50,FUN_001bed50,stubbable,xbox_texture_cache.obj,pass,,50,50,0
0x1bed90,FUN_001bed90,stubbable,xbox_texture_cache.obj,error,timeout,0,0,0
0x1bf130,texture_cache_close,stubbable,xbox_texture_cache.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 90 seeds",90,90,0
0x1ed930,D3DResource_Release,stubbable,d3d_resource.obj,pass,,50,50,0
0x1ed620,D3DResource_BlockUntilNotBusy,stubbable,d3d_resource.obj,pass,,50,50,0
0x1ed980,D3DResource_IsBusy,data_only,d3d_resource.obj,pass,,50,50,0
0x1eda30,D3DResource_Register,leaf,d3d_resource.obj,pass,,50,50,0
0x1edc10,D3DTexture_GetLevelDesc,stubbable,d3d_resource.obj,pass,,50,50,0
0x1edc70,D3DTexture_LockRect,stubbable,d3d_resource.obj,pass,,50,50,0
0x1ed870,FUN_001ed870,leaf,d3d_resource.obj,pass,,50,50,1
0x001efd80,D3D_BlockOnResource,stubbable,d3d_resource.obj,not_applicable,"oracle_vacuous_early_exit: 9.3% coverage, identical entry-point path across 50 seeds",50,50,0
0x17ff50,FUN_0017ff50,leaf,rasterizer_text.obj,pass,,50,50,0
0x17ff60,FUN_0017ff60,stubbable,rasterizer_text.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 65 seeds",65,65,0
0x17ff80,FUN_0017ff80,data_only,rasterizer_text.obj,pass,,50,50,0
0x17ffa0,FUN_0017ffa0,data_only,rasterizer_text.obj,pass,,50,50,0
0x180050,rasterizer_geometry_get_vertex_size,stubbable,rasterizer_text.obj,pass,,50,50,0
0x1800b0,FUN_001800b0,stubbable,rasterizer_text.obj,pass,,50,50,0
0x180500,FUN_00180500,stubbable,rasterizer_text.obj,pass,,50,50,0
0x180570,FUN_00180570,stubbable,rasterizer_text.obj,fail,divergence,2,50,0
0x1805f0,FUN_001805f0,stubbable,rasterizer_text.obj,pass,,49,50,0
0x180660,FUN_00180660,stubbable,rasterizer_text.obj,fail,divergence,0,50,0
0x1806e0,FUN_001806e0,stubbable,rasterizer_text.obj,pass,,49,50,0
0x180770,FUN_00180770,stubbable,rasterizer_text.obj,pass,,50,50,0
0x180820,compress_real_to_int16,stubbable,rasterizer_text.obj,fail,divergence,49,50,0
0x180890,FUN_00180890,stubbable,rasterizer_text.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x181020,FUN_00181020,stubbable,rasterizer_text.obj,inconclusive,"vacuous_output: 1 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x181150,FUN_00181150,stubbable,rasterizer_text.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x181180,FUN_00181180,stubbable,rasterizer_text.obj,pass,,90,90,0
0x1812b0,FUN_001812b0,data_only,rasterizer_text.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x1812c0,rasterizer_lights_submit,stubbable,rasterizer_text.obj,pass,,50,50,0
0x181410,FUN_00181410,leaf,rasterizer_text.obj,pass,,50,50,0
0x1824e0,rasterizer_memory_pool_new,stubbable,rasterizer_text.obj,fail,divergence,0,50,0
0x182520,rasterizer_memory_pool_reset,data_only,rasterizer_text.obj,inconclusive,"vacuous_output: 0 unique return(s), no scratch or memory variation across 50 seeds",50,50,0
0x182530,rasterizer_memory_pool_alloc,stubbable,rasterizer_text.obj,pass,,42,50,0
0x182590,rasterizer_memory_pool_copy,stubbable,rasterizer_text.obj,fail,divergence,26,50,0
0x1825d0,FUN_001825d0,leaf,rasterizer_text.obj,pass,,50,50,0
0x1825e0,rasterizer_memory_pool_delete,stubbable,rasterizer_text.obj,not_applicable,"oracle_vacuous_early_exit: 61.9% coverage, identical entry-point path across 50 seeds",50,50,0
0x182610,FUN_00182610,data_only,rasterizer_text.obj,pass,,50,50,0
0x182690,rasterizer_swizzle_compute_masks,stubbable,rasterizer_text.obj,pass,,50,50,0
0x1827c0,rasterizer_swizzle_interleave_bits,leaf,rasterizer_text.obj,pass,,28,50,0
0x182840,rasterizer_xbox_bitmap_swizzle2d_byte,stubbable,rasterizer_text.obj,fail,divergence,32,50,0
0x182910,rasterizer_xbox_bitmap_swizzle2d_word,stubbable,rasterizer_text.obj,fail,divergence,32,50,0
0x1829f0,rasterizer_xbox_bitmap_swizzle2d_long,stubbable,rasterizer_text.obj,fail,divergence,32,50,0
0x182ac0,rasterizer_xbox_bitmap_swizzle3d_byte,stubbable,rasterizer_text.obj,pass,,32,50,0
0x182bd0,rasterizer_xbox_bitmap_swizzle3d_word,stubbable,rasterizer_text.obj,pass,,32,50,0
0x182cf0,rasterizer_xbox_bitmap_swizzle3d_long,stubbable,rasterizer_text.obj,pass,,32,50,0
0x182e00,FUN_00182e00,stubbable,rasterizer_text.obj,inconclusive,vacuous_coverage: 10.0% < 10% floor,89,90,0
0x183120,FUN_00183120,stubbable,rasterizer_text.obj,pass,,50,50,0
0x183290,FUN_00183290,stubbable,rasterizer_text.obj,pass,,50,50,0
